RecordId,StudentId,StudentName,Gender,Course,Skill,Score,Attendance,SessionDate
320,40,Ahmed Al Shehhi,Male,IT Fundamentals,Security Basics,83,Present,2024-08-23
321,41,Ali Al Mansoori,Male,Data Analysis,Excel,93,Present,2024-09-25
322,41,Ali Al Mansoori,Male,Data Analysis,Visualization,77,Present,2024-09-05
323,41,Ali Al Mansoori,Male,Data Analysis,Excel,98,Present,2024-07-28
324,41,Ali Al Mansoori,Male,Data Analysis,Power BI,81,Present,2024-08-28
325,41,Ali Al Mansoori,Male,Data Analysis,Power BI,92,Present,2024-09-14
326,41,Ali Al Mansoori,Male,Data Analysis,Power BI,89,Present,2024-07-03
327,41,Ali Al Mansoori,Male,Data Analysis,Data Cleaning,85,Absent,2024-07-06
328,41,Ali Al Mansoori,Male,Data Analysis,Power BI,80,Present,2024-07-04
329,42,Saeed Al Zaabi,Male,Data Analysis,Data Cleaning,89,Present,2024-08-25
330,42,Saeed Al Zaabi,Male,Data Analysis,Visualization,88,Present,2024-08-17
331,42,Saeed Al Zaabi,Male,Data Analysis,Statistics,91,Absent,2024-08-05
332,42,Saeed Al Zaabi,Male,Data Analysis,Data Cleaning,100,Present,2024-08-16
333,42,Saeed Al Zaabi,Male,Data Analysis,Power BI,68,Present,2024-08-13
334,42,Saeed Al Zaabi,Male,Data Analysis,SQL Basics,88,Present,2024-08-07
335,42,Saeed Al Zaabi,Male,Data Analysis,Excel,88,Present,2024-09-29
336,42,Saeed Al Zaabi,Male,Data Analysis,Data Cleaning,88,Present,2024-09-05
337,43,Khalid Al Darmaki,Male,Python Basics,Data Types,54,Present,2024-08-16
338,43,Khalid Al Darmaki,Male,Python Basics,Files,51,Present,2024-07-31
339,43,Khalid Al Darmaki,Male,Python Basics,Debugging,41,Absent,2024-07-01
340,43,Khalid Al Darmaki,Male,Python Basics,Files,69,Present,2024-09-11
341,43,Khalid Al Darmaki,Male,Python Basics,Debugging,50,Absent,2024-07-09
342,43,Khalid Al Darmaki,Male,Python Basics,Debugging,51,Present,2024-08-04
343,43,Khalid Al Darmaki,Male,Python Basics,Data Types,55,Present,2024-07-01
344,43,Khalid Al Darmaki,Male,Python Basics,Data Types,49,Present,2024-08-26
345,44,Faisal Al Mazrouei,Male,Data Analysis,Excel,84,Present,2024-09-10
346,44,Faisal Al Mazrouei,Male,Data Analysis,Visualization,73,Present,2024-07-02
347,44,Faisal Al Mazrouei,Male,Data Analysis,SQL Basics,63,Present,2024-07-03
348,44,Faisal Al Mazrouei,Male,Data Analysis,Power BI,65,Present,2024-07-22
349,44,Faisal Al Mazrouei,Male,Data Analysis,Excel,77,Absent,2024-07-19
350,44,Faisal Al Mazrouei,Male,Data Analysis,Visualization,82,Present,2024-07-20
351,44,Faisal Al Mazrouei,Male,Data Analysis,Data Cleaning,97,Present,2024-08-10
352,44,Faisal Al Mazrouei,Male,Data Analysis,SQL Basics,87,Present,2024-09-19
353,45,Rashid Al Suwaidi,Male,Python Basics,Files,72,Present,2024-08-14
354,45,Rashid Al Suwaidi,Male,Python Basics,Data Types,92,Present,2024-09-18
355,45,Rashid Al Suwaidi,Male,Python Basics,Data Types,78,Absent,2024-07-27
356,45,Rashid Al Suwaidi,Male,Python Basics,Data Types,63,Present,2024-07-18
357,45,Rashid Al Suwaidi,Male,Python Basics,Debugging,90,Present,2024-07-12
358,45,Rashid Al Suwaidi,Male,Python Basics,Functions,100,Present,2024-07-05
359,45,Rashid Al Suwaidi,Male,Python Basics,Data Types,79,Present,2024-07-14
360,45,Rashid Al Suwaidi,Male,Python Basics,Data Types,70,Absent,2024-09-15
361,46,Rashid Al Zaabi,Male,Web Development,Forms,62,Present,2024-07-28
362,46,Rashid Al Zaabi,Male,Web Development,Responsive Design,67,Present,2024-09-05
363,46,Rashid Al Zaabi,Male,Web Development,Debugging,65,Present,2024-08-28
364,46,Rashid Al Zaabi,Male,Web Development,Forms,55,Absent,2024-08-31
365,46,Rashid Al Zaabi,Male,Web Development,JavaScript,77,Absent,2024-07-10
366,46,Rashid Al Zaabi,Male,Web Development,HTML/CSS,64,Present,2024-08-14
367,46,Rashid Al Zaabi,Male,Web Development,Forms,70,Present,2024-07-15
368,46,Rashid Al Zaabi,Male,Web Development,APIs,79,Present,2024-08-21
369,47,Faisal Al Neyadi,Male,Python Basics,Loops,48,Present,2024-07-22
370,47,Faisal Al Neyadi,Male,Python Basics,OOP,77,Present,2024-07-16
371,47,Faisal Al Neyadi,Male,Python Basics,Loops,60,Absent,2024-07-20
372,47,Faisal Al Neyadi,Male,Python Basics,Data Types,66,Present,2024-09-17
373,47,Faisal Al Neyadi,Male,Python Basics,OOP,40,Present,2024-08-31
374,47,Faisal Al Neyadi,Male,Python Basics,Debugging,75,Absent,2024-07-05
375,47,Faisal Al Neyadi,Male,Python Basics,OOP,56,Present,2024-07-12
376,47,Faisal Al Neyadi,Male,Python Basics,OOP,75,Absent,2024-09-13
377,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Networking,72,Present,2024-08-26
378,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Networking,97,Present,2024-08-03
379,48,Abdullah Al Suwaidi,Male,IT Fundamentals,IT Support,86,Present,2024-07-22
380,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Security Basics,89,Present,2024-07-05
381,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Troubleshooting,100,Present,2024-09-12
382,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Security Basics,95,Present,2024-08-15
383,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Networking,95,Present,2024-09-04
384,48,Abdullah Al Suwaidi,Male,IT Fundamentals,Operating Systems,82,Present,2024-08-06
385,49,Ali Al Shamsi,Male,Web Development,Debugging,69,Present,2024-08-03
386,49,Ali Al Shamsi,Male,Web Development,HTML/CSS,98,Present,2024-08-13
387,49,Ali Al Shamsi,Male,Web Development,Responsive Design,99,Present,2024-08-10
388,49,Ali Al Shamsi,Male,Web Development,Forms,95,Present,2024-07-12
389,49,Ali Al Shamsi,Male,Web Development,APIs,96,Present,2024-08-04
390,49,Ali Al Shamsi,Male,Web Development,HTML/CSS,90,Present,2024-09-29
391,49,Ali Al Shamsi,Male,Web Development,Debugging,94,Absent,2024-08-08
392,49,Ali Al Shamsi,Male,Web Development,Responsive Design,90,Present,2024-07-09
393,50,Ali Al Mansoori,Male,Web Development,APIs,80,Present,2024-07-19
394,50,Ali Al Mansoori,Male,Web Development,Forms,67,Present,2024-09-18
395,50,Ali Al Mansoori,Male,Web Development,APIs,71,Present,2024-09-16
396,50,Ali Al Mansoori,Male,Web Development,Responsive Design,62,Present,2024-08-04
397,50,Ali Al Mansoori,Male,Web Development,APIs,87,Present,2024-08-09
398,50,Ali Al Mansoori,Male,Web Development,Debugging,85,Present,2024-09-29
399,50,Ali Al Mansoori,Male,Web Development,Forms,84,Present,2024-08-05
400,50,Ali Al Mansoori,Male,Web Development,Responsive Design,80,Present,2024-08-10
401,51,Faisal Al Qasimi,Male,Web Development,Forms,67,Present,2024-08-26
402,51,Faisal Al Qasimi,Male,Web Development,APIs,76,Present,2024-09-15
403,51,Faisal Al Qasimi,Male,Web Development,Responsive Design,79,Present,2024-07-07
404,51,Faisal Al Qasimi,Male,Web Development,JavaScript,70,Present,2024-09-25
405,51,Faisal Al Qasimi,Male,Web Development,Debugging,64,Present,2024-08-15
406,51,Faisal Al Qasimi,Male,Web Development,Forms,72,Present,2024-08-27
407,51,Faisal Al Qasimi,Male,Web Development,HTML/CSS,68,Present,2024-08-20
408,51,Faisal Al Qasimi,Male,Web Development,JavaScript,78,Present,2024-09-03
409,52,Rashid Al Zaabi,Male,Web Development,Responsive Design,83,Present,2024-08-30
410,52,Rashid Al Zaabi,Male,Web Development,JavaScript,80,Present,2024-07-12
411,52,Rashid Al Zaabi,Male,Web Development,APIs,67,Present,2024-08-20
412,52,Rashid Al Zaabi,Male,Web Development,Debugging,68,Present,2024-08-25
413,52,Rashid Al Zaabi,Male,Web Development,Forms,59,Absent,2024-08-28
414,52,Rashid Al Zaabi,Male,Web Development,APIs,68,Present,2024-08-25
415,52,Rashid Al Zaabi,Male,Web Development,Forms,78,Present,2024-08-09
416,52,Rashid Al Zaabi,Male,Web Development,HTML/CSS,78,Present,2024-09-29
417,53,Ali Al Nahyan,Male,Web Development,APIs,69,Present,2024-08-13
418,53,Ali Al Nahyan,Male,Web Development,Forms,74,Present,2024-08-28
419,53,Ali Al Nahyan,Male,Web Development,Debugging,81,Absent,2024-09-23
420,53,Ali Al Nahyan,Male,Web Development,APIs,84,Present,2024-09-07
421,53,Ali Al Nahyan,Male,Web Development,Debugging,92,Present,2024-07-21
422,53,Ali Al Nahyan,Male,Web Development,APIs,82,Present,2024-08-03
423,53,Ali Al Nahyan,Male,Web Development,JavaScript,77,Present,2024-09-20
424,53,Ali Al Nahyan,Male,Web Development,HTML/CSS,64,Absent,2024-08-09
425,54,Saeed Al Hammadi,Male,Data Analysis,Power BI,62,Present,2024-09-24
426,54,Saeed Al Hammadi,Male,Data Analysis,SQL Basics,73,Absent,2024-08-31
427,54,Saeed Al Hammadi,Male,Data Analysis,Excel,72,Present,2024-07-16
428,54,Saeed Al Hammadi,Male,Data Analysis,Visualization,60,Present,2024-07-03
429,54,Saeed Al Hammadi,Male,Data Analysis,Statistics,63,Present,2024-08-25
430,54,Saeed Al Hammadi,Male,Data Analysis,Visualization,71,Present,2024-08-26
431,54,Saeed Al Hammadi,Male,Data Analysis,Statistics,51,Present,2024-09-02
432,54,Saeed Al Hammadi,Male,Data Analysis,Excel,76,Present,2024-07-12
433,55,Khalid Al Hammadi,Male,IT Fundamentals,Troubleshooting,76,Present,2024-08-05
434,55,Khalid Al Hammadi,Male,IT Fundamentals,Hardware,93,Absent,2024-09-19
435,55,Khalid Al Hammadi,Male,IT Fundamentals,IT Support,77,Present,2024-07-02
436,55,Khalid Al Hammadi,Male,IT Fundamentals,IT Support,79,Present,2024-07-14
437,55,Khalid Al Hammadi,Male,IT Fundamentals,Hardware,91,Present,2024-09-15
438,55,Khalid Al Hammadi,Male,IT Fundamentals,Security Basics,82,Present,2024-07-22
439,55,Khalid Al Hammadi,Male,IT Fundamentals,Operating Systems,78,Present,2024-09-14
440,55,Khalid Al Hammadi,Male,IT Fundamentals,Operating Systems,89,Present,2024-08-10
441,56,Rashid Al Awadhi,Male,Web Development,Responsive Design,86,Present,2024-09-14
442,56,Rashid Al Awadhi,Male,Web Development,HTML/CSS,81,Present,2024-09-02
443,56,Rashid Al Awadhi,Male,Web Development,JavaScript,90,Present,2024-07-17
444,56,Rashid Al Awadhi,Male,Web Development,Debugging,97,Present,2024-07-02
445,56,Rashid Al Awadhi,Male,Web Development,Debugging,83,Present,2024-09-26
446,56,Rashid Al Awadhi,Male,Web Development,Forms,75,Present,2024-08-10
447,56,Rashid Al Awadhi,Male,Web Development,JavaScript,79,Present,2024-08-11
448,56,Rashid Al Awadhi,Male,Web Development,Responsive Design,94,Present,2024-07-01
449,57,Abdullah Al Marri,Male,Data Analysis,Visualization,70,Present,2024-08-12
450,57,Abdullah Al Marri,Male,Data Analysis,Visualization,76,Present,2024-07-24
451,57,Abdullah Al Marri,Male,Data Analysis,Data Cleaning,60,Present,2024-07-22
452,57,Abdullah Al Marri,Male,Data Analysis,Visualization,73,Present,2024-09-06
453,57,Abdullah Al Marri,Male,Data Analysis,SQL Basics,72,Present,2024-07-13
454,57,Abdullah Al Marri,Male,Data Analysis,Power BI,71,Present,2024-08-22
455,57,Abdullah Al Marri,Male,Data Analysis,Statistics,64,Present,2024-07-23
456,57,Abdullah Al Marri,Male,Data Analysis,Statistics,74,Present,2024-07-01
457,58,Ahmed Al Ketbi,Male,Web Development,APIs,74,Present,2024-07-13
458,58,Ahmed Al Ketbi,Male,Web Development,APIs,66,Present,2024-08-13
459,58,Ahmed Al Ketbi,Male,Web Development,HTML/CSS,78,Present,2024-07-24
460,58,Ahmed Al Ketbi,Male,Web Development,JavaScript,100,Present,2024-08-27
461,58,Ahmed Al Ketbi,Male,Web Development,Responsive Design,76,Present,2024-09-21
462,58,Ahmed Al Ketbi,Male,Web Development,APIs,83,Present,2024-08-20
463,58,Ahmed Al Ketbi,Male,Web Development,Forms,81,Present,2024-08-13
464,58,Ahmed Al Ketbi,Male,Web Development,Debugging,87,Present,2024-08-31
465,59,Hamdan Al Zaabi,Male,Python Basics,Loops,60,Present,2024-07-08
466,59,Hamdan Al Zaabi,Male,Python Basics,Loops,61,Present,2024-09-03
467,59,Hamdan Al Zaabi,Male,Python Basics,Debugging,75,Present,2024-07-25
468,59,Hamdan Al Zaabi,Male,Python Basics,Files,81,Present,2024-08-29
469,59,Hamdan Al Zaabi,Male,Python Basics,Functions,71,Present,2024-08-30
470,59,Hamdan Al Zaabi,Male,Python Basics,OOP,68,Present,2024-09-02
471,59,Hamdan Al Zaabi,Male,Python Basics,OOP,77,Present,2024-07-29
472,59,Hamdan Al Zaabi,Male,Python Basics,OOP,79,Present,2024-09-09
473,60,Saeed Al Zaabi,Male,Data Analysis,SQL Basics,67,Present,2024-07-18
474,60,Saeed Al Zaabi,Male,Data Analysis,SQL Basics,67,Absent,2024-07-07
475,60,Saeed Al Zaabi,Male,Data Analysis,Statistics,46,Present,2024-07-01
476,60,Saeed Al Zaabi,Male,Data Analysis,Data Cleaning,54,Present,2024-07-27
477,60,Saeed Al Zaabi,Male,Data Analysis,Excel,42,Present,2024-07-20
478,60,Saeed Al Zaabi,Male,Data Analysis,SQL Basics,57,Present,2024-07-18
479,60,Saeed Al Zaabi,Male,Data Analysis,Data Cleaning,62,Present,2024-09-22
480,60,Saeed Al Zaabi,Male,Data Analysis,Statistics,59,Present,2024-08-12
481,61,Mohammed Al Ameri,Male,Python Basics,Data Types,85,Present,2024-07-24
482,61,Mohammed Al Ameri,Male,Python Basics,OOP,83,Present,2024-08-15
483,61,Mohammed Al Ameri,Male,Python Basics,Loops,80,Present,2024-07-12
484,61,Mohammed Al Ameri,Male,Python Basics,Functions,66,Present,2024-09-27
485,61,Mohammed Al Ameri,Male,Python Basics,Files,77,Present,2024-07-04
486,61,Mohammed Al Ameri,Male,Python Basics,OOP,80,Present,2024-09-10
487,61,Mohammed Al Ameri,Male,Python Basics,Files,86,Present,2024-07-03
488,61,Mohammed Al Ameri,Male,Python Basics,OOP,77,Present,2024-08-27
489,62,Khalid Al Falasi,Male,Data Analysis,Excel,49,Present,2024-07-12
490,62,Khalid Al Falasi,Male,Data Analysis,Excel,52,Present,2024-08-29
491,62,Khalid Al Falasi,Male,Data Analysis,Power BI,54,Present,2024-09-17
492,62,Khalid Al Falasi,Male,Data Analysis,Data Cleaning,77,Present,2024-09-22
493,62,Khalid Al Falasi,Male,Data Analysis,Power BI,63,Present,2024-07-03
494,62,Khalid Al Falasi,Male,Data Analysis,Visualization,66,Present,2024-08-19
495,62,Khalid Al Falasi,Male,Data Analysis,Data Cleaning,55,Present,2024-09-28
496,62,Khalid Al Falasi,Male,Data Analysis,Statistics,44,Present,2024-09-01
497,63,Faisal Al Kaabi,Male,IT Fundamentals,Networking,40,Present,2024-08-23
498,63,Faisal Al Kaabi,Male,IT Fundamentals,Operating Systems,58,Absent,2024-08-19
499,63,Faisal Al Kaabi,Male,IT Fundamentals,Operating Systems,66,Present,2024-09-17
500,63,Faisal Al Kaabi,Male,IT Fundamentals,Networking,59,Absent,2024-07-24
501,63,Faisal Al Kaabi,Male,IT Fundamentals,Hardware,60,Present,2024-08-08
502,63,Faisal Al Kaabi,Male,IT Fundamentals,Operating Systems,63,Present,2024-08-23
503,63,Faisal Al Kaabi,Male,IT Fundamentals,Networking,60,Absent,2024-09-24
504,63,Faisal Al Kaabi,Male,IT Fundamentals,Networking,47,Present,2024-09-17
505,64,Abdullah Al Hammadi,Male,Web Development,Responsive Design,64,Present,2024-09-09
506,64,Abdullah Al Hammadi,Male,Web Development,HTML/CSS,65,Present,2024-07-20
507,64,Abdullah Al Hammadi,Male,Web Development,JavaScript,95,Present,2024-09-23
508,64,Abdullah Al Hammadi,Male,Web Development,Responsive Design,78,Present,2024-09-29
509,64,Abdullah Al Hammadi,Male,Web Development,Debugging,75,Present,2024-09-23
510,64,Abdullah Al Hammadi,Male,Web Development,Responsive Design,91,Present,2024-09-28
511,64,Abdullah Al Hammadi,Male,Web Development,JavaScript,67,Absent,2024-08-10
512,64,Abdullah Al Hammadi,Male,Web Development,Responsive Design,84,Present,2024-09-04
513,65,Ahmed Al Qasimi,Male,IT Fundamentals,Operating Systems,50,Present,2024-09-17
514,65,Ahmed Al Qasimi,Male,IT Fundamentals,Hardware,40,Present,2024-09-26
515,65,Ahmed Al Qasimi,Male,IT Fundamentals,Networking,51,Present,2024-09-26
516,65,Ahmed Al Qasimi,Male,IT Fundamentals,IT Support,57,Present,2024-08-14
517,65,Ahmed Al Qasimi,Male,IT Fundamentals,Security Basics,67,Present,2024-08-28
518,65,Ahmed Al Qasimi,Male,IT Fundamentals,Troubleshooting,55,Absent,2024-08-12
519,65,Ahmed Al Qasimi,Male,IT Fundamentals,Operating Systems,70,Present,2024-09-28
520,65,Ahmed Al Qasimi,Male,IT Fundamentals,Operating Systems,62,Present,2024-08-19
521,66,Abdullah Al Hammadi,Male,IT Fundamentals,Networking,68,Absent,2024-09-29
522,66,Abdullah Al Hammadi,Male,IT Fundamentals,IT Support,89,Absent,2024-08-03
523,66,Abdullah Al Hammadi,Male,IT Fundamentals,Operating Systems,75,Absent,2024-08-05
524,66,Abdullah Al Hammadi,Male,IT Fundamentals,Operating Systems,63,Present,2024-08-25
525,66,Abdullah Al Hammadi,Male,IT Fundamentals,Operating Systems,70,Present,2024-08-16
526,66,Abdullah Al Hammadi,Male,IT Fundamentals,Hardware,78,Present,2024-08-15
527,66,Abdullah Al Hammadi,Male,IT Fundamentals,Hardware,73,Present,2024-08-31
528,66,Abdullah Al Hammadi,Male,IT Fundamentals,Networking,89,Present,2024-08-04
529,67,Saeed Al Marri,Male,Python Basics,Functions,66,Present,2024-08-28
530,67,Saeed Al Marri,Male,Python Basics,Functions,68,Present,2024-07-20
531,67,Saeed Al Marri,Male,Python Basics,OOP,69,Present,2024-07-14
532,67,Saeed Al Marri,Male,Python Basics,Functions,80,Present,2024-07-11
533,67,Saeed Al Marri,Male,Python Basics,Data Types,63,Present,2024-07-17
534,67,Saeed Al Marri,Male,Python Basics,OOP,57,Present,2024-09-26
535,67,Saeed Al Marri,Male,Python Basics,Debugging,80,Present,2024-07-10
536,67,Saeed Al Marri,Male,Python Basics,OOP,87,Present,2024-07-07
537,68,Rashid Al Suwaidi,Male,Web Development,Debugging,40,Present,2024-07-31
538,68,Rashid Al Suwaidi,Male,Web Development,Debugging,65,Absent,2024-09-27
539,68,Rashid Al Suwaidi,Male,Web Development,Debugging,41,Present,2024-08-21
540,68,Rashid Al Suwaidi,Male,Web Development,Forms,44,Present,2024-07-13
541,68,Rashid Al Suwaidi,Male,Web Development,HTML/CSS,56,Present,2024-07-10
542,68,Rashid Al Suwaidi,Male,Web Development,Forms,47,Present,2024-09-24
543,68,Rashid Al Suwaidi,Male,Web Development,Forms,46,Present,2024-08-31
544,68,Rashid Al Suwaidi,Male,Web Development,Responsive Design,40,Present,2024-07-23
545,69,Abdullah Al Shehhi,Male,Web Development,Responsive Design,83,Present,2024-07-31
546,69,Abdullah Al Shehhi,Male,Web Development,Forms,55,Present,2024-09-19
547,69,Abdullah Al Shehhi,Male,Web Development,APIs,75,Present,2024-09-11
548,69,Abdullah Al Shehhi,Male,Web Development,Forms,85,Absent,2024-07-30
549,69,Abdullah Al Shehhi,Male,Web Development,JavaScript,45,Present,2024-07-29
550,69,Abdullah Al Shehhi,Male,Web Development,Responsive Design,57,Present,2024-07-26
551,69,Abdullah Al Shehhi,Male,Web Development,Debugging,57,Present,2024-09-18
552,69,Abdullah Al Shehhi,Male,Web Development,JavaScript,50,Present,2024-08-30
553,70,Saeed Al Dhaheri,Male,Web Development,Responsive Design,79,Absent,2024-07-03
554,70,Saeed Al Dhaheri,Male,Web Development,JavaScript,70,Present,2024-09-23
555,70,Saeed Al Dhaheri,Male,Web Development,APIs,73,Present,2024-07-05
556,70,Saeed Al Dhaheri,Male,Web Development,Forms,80,Present,2024-08-22
557,70,Saeed Al Dhaheri,Male,Web Development,Responsive Design,63,Absent,2024-07-07
558,70,Saeed Al Dhaheri,Male,Web Development,JavaScript,86,Absent,2024-07-16
559,70,Saeed Al Dhaheri,Male,Web Development,Debugging,71,Present,2024-08-14
560,70,Saeed Al Dhaheri,Male,Web Development,Responsive Design,69,Present,2024-07-25
561,71,Saeed Al Hammadi,Male,IT Fundamentals,IT Support,85,Present,2024-09-25
562,71,Saeed Al Hammadi,Male,IT Fundamentals,Security Basics,73,Present,2024-09-04
563,71,Saeed Al Hammadi,Male,IT Fundamentals,Operating Systems,86,Present,2024-09-29
564,71,Saeed Al Hammadi,Male,IT Fundamentals,Networking,81,Present,2024-07-12
565,71,Saeed Al Hammadi,Male,IT Fundamentals,Troubleshooting,80,Present,2024-08-30
566,71,Saeed Al Hammadi,Male,IT Fundamentals,Security Basics,98,Present,2024-08-21
567,71,Saeed Al Hammadi,Male,IT Fundamentals,Troubleshooting,93,Present,2024-07-06
568,71,Saeed Al Hammadi,Male,IT Fundamentals,Networking,79,Present,2024-09-19
569,72,Khalid Al Shamsi,Male,IT Fundamentals,Security Basics,72,Present,2024-09-16
570,72,Khalid Al Shamsi,Male,IT Fundamentals,IT Support,41,Present,2024-07-13
571,72,Khalid Al Shamsi,Male,IT Fundamentals,IT Support,68,Present,2024-09-03
572,72,Khalid Al Shamsi,Male,IT Fundamentals,Security Basics,62,Absent,2024-08-12
573,72,Khalid Al Shamsi,Male,IT Fundamentals,Networking,58,Present,2024-08-15
574,72,Khalid Al Shamsi,Male,IT Fundamentals,Security Basics,64,Present,2024-07-24
575,72,Khalid Al Shamsi,Male,IT Fundamentals,IT Support,67,Present,2024-09-07
576,72,Khalid Al Shamsi,Male,IT Fundamentals,Security Basics,61,Present,2024-09-19
577,73,Ali Al Shamsi,Male,IT Fundamentals,Security Basics,75,Present,2024-08-22
578,73,Ali Al Shamsi,Male,IT Fundamentals,Operating Systems,86,Absent,2024-07-12
579,73,Ali Al Shamsi,Male,IT Fundamentals,Troubleshooting,78,Present,2024-07-12
580,73,Ali Al Shamsi,Male,IT Fundamentals,Hardware,51,Present,2024-07-18
581,73,Ali Al Shamsi,Male,IT Fundamentals,IT Support,60,Present,2024-08-01
582,73,Ali Al Shamsi,Male,IT Fundamentals,Hardware,70,Present,2024-09-02
583,73,Ali Al Shamsi,Male,IT Fundamentals,Operating Systems,75,Present,2024-08-31
584,73,Ali Al Shamsi,Male,IT Fundamentals,Networking,51,Present,2024-08-31
585,74,Nasser Al Neyadi,Male,Web Development,JavaScript,53,Present,2024-08-28
586,74,Nasser Al Neyadi,Male,Web Development,Forms,61,Absent,2024-07-21
587,74,Nasser Al Neyadi,Male,Web Development,Responsive Design,70,Absent,2024-09-28
588,74,Nasser Al Neyadi,Male,Web Development,Responsive Design,55,Present,2024-09-17
589,74,Nasser Al Neyadi,Male,Web Development,Debugging,73,Present,2024-08-05
590,74,Nasser Al Neyadi,Male,Web Development,Debugging,86,Present,2024-08-09
591,74,Nasser Al Neyadi,Male,Web Development,HTML/CSS,66,Absent,2024-09-02
592,74,Nasser Al Neyadi,Male,Web Development,HTML/CSS,55,Absent,2024-07-18
593,75,Faisal Al Suwaidi,Male,Python Basics,Debugging,71,Present,2024-09-19
594,75,Faisal Al Suwaidi,Male,Python Basics,Loops,77,Present,2024-08-17
595,75,Faisal Al Suwaidi,Male,Python Basics,Files,68,Present,2024-08-27
596,75,Faisal Al Suwaidi,Male,Python Basics,Loops,67,Present,2024-09-14
597,75,Faisal Al Suwaidi,Male,Python Basics,Files,74,Present,2024-07-18
598,75,Faisal Al Suwaidi,Male,Python Basics,OOP,74,Present,2024-08-01
599,75,Faisal Al Suwaidi,Male,Python Basics,Debugging,83,Present,2024-07-19
600,75,Faisal Al Suwaidi,Male,Python Basics,Files,60,Present,2024-08-09
601,76,Abdullah Al Darmaki,Male,Data Analysis,Visualization,76,Present,2024-07-09
602,76,Abdullah Al Darmaki,Male,Data Analysis,Data Cleaning,81,Present,2024-08-10
603,76,Abdullah Al Darmaki,Male,Data Analysis,Power BI,68,Present,2024-07-09
604,76,Abdullah Al Darmaki,Male,Data Analysis,Statistics,96,Present,2024-09-05
605,76,Abdullah Al Darmaki,Male,Data Analysis,Statistics,92,Present,2024-09-17
606,76,Abdullah Al Darmaki,Male,Data Analysis,Statistics,100,Present,2024-09-07
607,76,Abdullah Al Darmaki,Male,Data Analysis,Excel,94,Absent,2024-07-27
608,76,Abdullah Al Darmaki,Male,Data Analysis,Power BI,76,Absent,2024-08-02
609,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Operating Systems,72,Present,2024-09-18
610,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Hardware,56,Present,2024-07-09
611,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Operating Systems,73,Present,2024-09-10
612,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Security Basics,56,Present,2024-09-17
613,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Networking,60,Present,2024-08-22
614,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Operating Systems,53,Present,2024-08-27
615,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Hardware,67,Absent,2024-09-01
616,77,Abdullah Al Qubaisi,Male,IT Fundamentals,Hardware,74,Present,2024-09-05
617,78,Abdullah Al Zaabi,Male,Python Basics,Loops,55,Absent,2024-08-16
618,78,Abdullah Al Zaabi,Male,Python Basics,Loops,74,Present,2024-08-14
619,78,Abdullah Al Zaabi,Male,Python Basics,Functions,83,Present,2024-09-20
620,78,Abdullah Al Zaabi,Male,Python Basics,Debugging,80,Present,2024-08-08
621,78,Abdullah Al Zaabi,Male,Python Basics,Loops,72,Present,2024-09-05
622,78,Abdullah Al Zaabi,Male,Python Basics,Files,79,Present,2024-09-09
623,78,Abdullah Al Zaabi,Male,Python Basics,Loops,50,Absent,2024-09-04
624,78,Abdullah Al Zaabi,Male,Python Basics,Functions,65,Present,2024-07-28
625,79,Khalid Al Suwaidi,Male,IT Fundamentals,Operating Systems,66,Absent,2024-08-22
626,79,Khalid Al Suwaidi,Male,IT Fundamentals,Security Basics,57,Present,2024-07-05
627,79,Khalid Al Suwaidi,Male,IT Fundamentals,Security Basics,60,Present,2024-07-13
628,79,Khalid Al Suwaidi,Male,IT Fundamentals,Troubleshooting,59,Present,2024-07-30
629,79,Khalid Al Suwaidi,Male,IT Fundamentals,Operating Systems,61,Present,2024-07-20
630,79,Khalid Al Suwaidi,Male,IT Fundamentals,Operating Systems,59,Absent,2024-07-21
631,79,Khalid Al Suwaidi,Male,IT Fundamentals,Hardware,49,Present,2024-09-24
632,79,Khalid Al Suwaidi,Male,IT Fundamentals,Operating Systems,56,Present,2024-07-10
633,80,Ahmed Al Shehhi,Male,Data Analysis,Visualization,40,Present,2024-07-17
634,80,Ahmed Al Shehhi,Male,Data Analysis,Visualization,47,Present,2024-08-23
635,80,Ahmed Al Shehhi,Male,Data Analysis,Excel,40,Present,2024-07-05
636,80,Ahmed Al Shehhi,Male,Data Analysis,Power BI,51,Absent,2024-09-29
637,80,Ahmed Al Shehhi,Male,Data Analysis,Visualization,51,Absent,2024-07-25
638,80,Ahmed Al Shehhi,Male,Data Analysis,Statistics,49,Present,2024-09-16
639,80,Ahmed Al Shehhi,Male,Data Analysis,Power BI,46,Present,2024-09-21
640,80,Ahmed Al Shehhi,Male,Data Analysis,Power BI,62,Present,2024-09-25
